Дата,Товар,Количество,Цена за единицу
2025-06-08,Кроссовки,27,11.03
2025-12-14,Кроссовки,14,16.25
2025-08-07,Свитер,23,10.83
2025-07-13,Набор пакетов,19,16.15
2025-01-16,Набор пакетов,9,13.79
2025-12-07,Игрушка,17,2.6
2025-02-16,Кроссовки,29,6.01
2025-09-03,Планшет,28,16.59
2025-08-09,Планшет,20,7.99
2025-09-25,Ноутбук,30,12.09
2025-09-14,Свитер,1,8.23
2025-10-18,Кепка,19,7.38
2025-07-05,Ручка,13,18.86
2025-11-08,Кроссовки,28,2.45
2025-06-21,Кепка,23,16.63
2025-07-05,Штаны,27,8.67
2025-06-23,Штаны,23,3.5
2025-05-11,Игрушка,4,1.13
2025-06-19,Набор пакетов,24,13.97
2025-02-22,Телефон,10,12.74
2025-10-13,Футболка,6,18.18
2025-12-23,Очки,6,2.36
2025-12-08,Ноутбук,21,1.01
2025-04-12,Ноутбук,31,11.62
2025-11-08,Кепка,20,12.5
2025-09-20,Книга,24,13.97
2025-05-08,Планшет,1,12.14
2025-11-15,Ноутбук,17,3.62
2025-05-31,Штаны,14,10.0
2025-03-29,Свитер,32,5.84
2025-03-06,Телефон,20,7.33
2025-04-23,Ложка,31,4.0
2025-10-20,Ложка,10,14.94
2025-08-30,Чипсы,30,6.77
2025-06-28,Планшет,10,1.09
2025-08-25,Ложка,4,13.08
2025-07-17,Кепка,22,3.46
2025-08-14,Ручка,5,8.47
2025-06-22,Игрушка,23,5.39
2025-01-15,Планшет,5,18.97
2025-05-08,Ручка,16,16.08
2025-01-01,Шорты,23,14.74
2025-04-07,Футболка,5,13.17
2025-02-09,Часы,3,1.05
2025-07-27,Ноутбук,15,2.85
2025-01-22,Сумка,8,12.04
2025-06-03,Игрушка,29,9.62
2025-02-23,Очки,5,2.82
2025-12-15,Футболка,5,16.06
2025-06-07,Кепка,19,4.16
2025-10-01,Штаны,2,17.87
2025-12-03,Книга,9,17.32
2025-12-02,Телефон,23,7.14
2025-11-03,Ноутбук,23,3.21
2025-03-08,Сумка,27,16.72
2025-04-08,Очки,16,1.37
2025-12-15,Шорты,5,15.94
2025-09-04,Штаны,12,17.96
2025-06-27,Книга,1,18.17
2025-04-01,Ноутбук,7,13.38
2025-01-20,Чипсы,6,15.83
2025-08-02,Игрушка,10,1.23
2025-07-14,Свитер,3,12.06
2025-11-02,Ручка,9,18.62
2025-08-10,Ложка,4,6.79
2025-03-21,Ручка,8,4.9
2025-09-07,Часы,33,8.86
2025-05-05,Шорты,5,7.98
2025-10-25,Футболка,28,1.49
2025-06-28,Планшет,18,2.55
2025-06-09,Кроссовки,1,13.97
2025-03-16,Ноутбук,15,18.98
2025-06-05,Ложка,18,5.41
2025-10-06,Часы,6,18.23
2025-02-20,Игрушка,19,10.24
2025-12-08,Ложка,23,16.76
2025-05-04,Книга,28,3.08
2025-04-10,Свитер,12,10.84
2025-12-07,Свитер,17,8.57
2025-02-28,Игрушка,9,13.67
2025-09-17,Ложка,1,11.74
2025-08-13,Очки,33,6.15
2025-07-04,Сумка,14,14.88
2025-09-20,Чипсы,33,18.0
2025-07-24,Набор пакетов,16,11.47
2025-10-06,Планшет,26,8.67
2025-06-07,Часы,33,16.83
2025-07-10,Часы,7,6.85
2025-08-18,Свитер,3,15.89
2025-04-05,Очки,13,17.33
2025-09-19,Чипсы,27,13.94
2025-05-06,Ложка,24,17.74
2025-05-11,Часы,33,3.88
2025-08-26,Сумка,26,7.57
2025-05-02,Набор пакетов,5,18.36
2025-07-25,Кроссовки,26,10.35
2025-03-31,Ноутбук,10,7.92
2025-10-07,Свитер,19,10.99
2025-03-17,Чипсы,8,11.44
2025-11-27,Чипсы,29,5.75
2025-04-21,Штаны,18,4.86
2025-05-10,Штаны,30,10.56
2025-02-02,Планшет,17,18.61
2025-02-02,Очки,9,15.99
2025-12-18,Набор пакетов,14,5.61
2025-02-14,Игрушка,20,14.66
2025-09-17,Штаны,31,9.37
2025-08-06,Ложка,11,6.28
2025-08-05,Телефон,33,5.61
2025-10-13,Набор пакетов,11,13.85
2025-03-08,Набор пакетов,21,4.91
2025-08-29,Кроссовки,19,1.12
2025-12-31,Чипсы,16,8.13
2025-08-20,Книга,17,10.47
2025-09-24,Игрушка,9,9.11
2025-10-09,Телефон,23,16.66
2025-02-09,Ноутбук,24,18.13
2025-04-12,Шорты,22,2.22
2025-06-07,Игрушка,32,17.1
2025-08-10,Шорты,6,13.82
2025-12-29,Чипсы,24,7.39
2025-05-17,Кроссовки,19,17.97
2025-05-18,Кроссовки,13,4.86
2025-01-23,Часы,33,12.89
2025-11-22,Футболка,32,11.65
2025-02-21,Чипсы,33,4.39
2025-02-27,Кроссовки,11,16.59
2025-10-30,Ложка,15,16.44
2025-02-12,Планшет,17,16.79
2025-11-02,Сумка,8,6.5
2025-10-13,Телефон,13,12.46
2025-08-05,Телефон,17,1.78
2025-04-22,Очки,28,16.87
2025-03-05,Шорты,21,5.09
2025-09-28,Штаны,21,13.03
2025-12-30,Часы,28,4.48
2025-06-12,Футболка,30,8.21
2025-09-18,Ручка,20,10.37
2025-04-09,Набор пакетов,25,18.65
2025-03-16,Ручка,21,6.79
2025-10-09,Штаны,7,5.1
2025-11-06,Ноутбук,11,2.33
2025-11-25,Игрушка,13,15.21
2025-10-12,Шорты,16,12.17
2025-06-15,Футболка,25,3.89
2025-12-18,Телефон,21,9.78
2025-08-14,Набор пакетов,19,16.91
2025-03-01,Кроссовки,7,3.4
2025-03-21,Игрушка,6,14.79
2025-12-21,Футболка,27,5.59
2025-09-05,Игрушка,28,3.76
2025-03-23,Сумка,27,17.35
2025-05-15,Телефон,1,16.07
2025-11-18,Сумка,29,14.89
2025-09-04,Ручка,28,16.5
2025-05-17,Ноутбук,9,10.88
2025-09-07,Игрушка,1,16.24
2025-12-18,Сумка,19,4.39
2025-08-19,Свитер,29,5.54
2025-08-25,Чипсы,8,5.01
2025-06-14,Книга,4,5.57
2025-11-20,Часы,18,9.94
2025-05-19,Футболка,28,12.38
2025-01-02,Планшет,12,2.61
2025-04-07,Ложка,17,9.66
2025-02-28,Набор пакетов,19,16.4
2025-11-03,Ноутбук,29,4.6
2025-09-28,Часы,33,10.13
2025-07-16,Телефон,18,17.22
2025-09-25,Телефон,28,6.53
2025-03-06,Свитер,4,18.7
2025-03-24,Ноутбук,7,13.73
2025-06-04,Планшет,22,8.91
2025-10-22,Сумка,20,18.84
2025-10-13,Сумка,29,14.97
2025-09-22,Планшет,13,1.95
2025-07-01,Телефон,28,8.64
2025-03-23,Очки,25,11.51
2025-07-28,Сумка,29,1.15
2025-10-31,Игрушка,27,7.39
2025-10-19,Часы,28,2.16
2025-05-22,Телефон,16,12.7
2025-12-27,Книга,8,13.59
2025-10-22,Кепка,2,1.32
2025-05-27,Кроссовки,28,10.44
2025-06-15,Шорты,16,13.27
2025-06-05,Сумка,24,18.35
2025-02-02,Штаны,1,6.07
2025-01-04,Футболка,22,4.39
2025-10-31,Свитер,8,2.47
2025-08-20,Кепка,31,12.3
2025-10-04,Штаны,16,1.13
2025-05-05,Книга,5,18.91
2025-07-03,Ручка,26,4.8
2025-07-12,Штаны,6,8.43
2025-08-26,Кепка,21,10.06
2025-12-26,Шорты,3,5.14
2025-09-29,Сумка,13,10.73
2025-11-08,Штаны,16,9.37
2025-06-25,Футболка,8,8.66
2025-10-14,Планшет,30,6.93
2025-03-27,Кепка,5,1.31
2025-06-17,Свитер,10,1.38
2025-10-09,Часы,2,7.88
2025-08-14,Очки,3,12.18
2025-03-10,Часы,8,17.12
2025-05-22,Чипсы,11,15.64
2025-04-04,Планшет,6,16.71
2025-02-05,Сумка,22,1.04
2025-01-11,Ноутбук,15,6.1
2025-03-06,Футболка,24,14.77
2025-05-07,Телефон,33,5.41
2025-08-28,Футболка,17,4.86
2025-11-09,Очки,29,1.55
2025-08-12,Кепка,27,5.06
2025-10-16,Часы,16,13.76
2025-11-15,Очки,11,3.72
2025-02-26,Часы,18,11.23
2025-01-16,Телефон,15,16.03
2025-09-12,Ручка,16,15.37
2025-09-18,Планшет,12,17.71
2025-03-06,Сумка,2,5.95
2025-02-02,Ручка,4,10.67
2025-07-17,Футболка,11,18.63
2025-06-22,Шорты,20,18.89
2025-07-13,Очки,19,16.82
2025-07-14,Ноутбук,14,4.06
2025-05-12,Сумка,2,5.91
2025-12-06,Кепка,1,1.46
2025-08-13,Планшет,19,13.16
2025-04-26,Игрушка,3,11.03
2025-12-17,Очки,28,6.59
2025-06-20,Чипсы,22,2.63
2025-01-03,Часы,19,1.68
2025-09-05,Игрушка,29,17.09
2025-06-06,Очки,24,13.67
2025-08-22,Кепка,11,7.28
2025-08-04,Ручка,31,13.36
2025-11-17,Набор пакетов,17,4.22
2025-12-26,Штаны,20,7.4
2025-02-28,Ноутбук,15,10.72
2025-11-21,Часы,15,8.25
2025-04-19,Чипсы,12,11.71
2025-09-10,Ноутбук,4,1.52
2025-10-30,Ручка,13,18.39
2025-10-05,Кепка,11,6.38
2025-07-07,Часы,24,5.55
2025-01-28,Игрушка,17,10.83
2025-04-14,Книга,24,16.18
2025-03-21,Ноутбук,3,14.76
2025-05-30,Телефон,9,4.59
2025-08-17,Набор пакетов,9,3.35
2025-12-28,Шорты,20,3.56
2025-09-12,Чипсы,8,6.66
2025-06-27,Шорты,12,3.25
2025-06-16,Ноутбук,8,2.09
2025-07-05,Книга,29,15.85
2025-10-14,Ноутбук,25,7.6
2025-04-12,Ручка,1,3.1
2025-06-29,Планшет,18,12.72
2025-01-20,Планшет,16,7.21
2025-11-07,Планшет,15,10.33
2025-04-30,Часы,8,5.73
2025-07-18,Игрушка,11,13.09
2025-02-12,Футболка,1,15.19
2025-05-12,Часы,25,2.61
2025-01-06,Ноутбук,13,12.8
2025-01-08,Планшет,28,5.12
2025-07-06,Часы,24,4.86
2025-10-18,Сумка,16,17.78
2025-09-13,Телефон,21,15.52
2025-07-09,Книга,1,12.85
2025-10-07,Футболка,31,11.13
2025-10-06,Чипсы,11,17.26
2025-01-16,Игрушка,12,13.62
2025-12-25,Книга,12,5.39
2025-06-07,Кроссовки,28,6.29
2025-04-01,Часы,32,14.16
2025-05-26,Набор пакетов,28,6.72
2025-02-04,Очки,23,16.85
2025-05-02,Кепка,6,6.64
2025-02-19,Сумка,3,2.35
2025-07-30,Футболка,15,11.54
2025-03-23,Набор пакетов,19,7.21
2025-10-08,Чипсы,31,3.93
2025-04-01,Ручка,30,7.04
2025-04-17,Планшет,7,7.93
2025-08-07,Игрушка,5,4.34
2025-07-13,Футболка,26,11.07
2025-12-21,Штаны,6,4.21
2025-02-14,Кроссовки,20,10.29
2025-05-19,Кроссовки,19,2.64
2025-01-16,Часы,10,4.9
2025-07-26,Чипсы,28,14.11
2025-01-19,Часы,12,16.01
2025-05-02,Футболка,5,9.95
2025-07-22,Телефон,24,14.16
2025-09-15,Часы,16,11.13
2025-11-07,Часы,3,3.12
2025-05-03,Футболка,18,15.18
2025-08-13,Книга,30,10.92
2025-12-30,Свитер,18,9.68
2025-03-10,Очки,17,10.04
2025-11-12,Кроссовки,24,9.6
2025-11-14,Телефон,1,16.92
2025-03-26,Планшет,32,14.79
2025-11-09,Свитер,24,15.19
2025-06-11,Набор пакетов,29,3.38
2025-11-08,Сумка,16,9.57
2025-06-01,Штаны,12,6.28
2025-09-17,Очки,26,14.75
2025-08-23,Сумка,17,17.97
2025-10-21,Кроссовки,2,12.33
2025-04-23,Ручка,15,12.25
2025-08-18,Кроссовки,14,2.38
2025-04-14,Шорты,4,10.48
2025-09-13,Сумка,11,3.15
2025-06-25,Свитер,4,16.92
2025-05-09,Ручка,16,6.28
2025-01-12,Ручка,27,18.76
2025-07-09,Сумка,26,8.86
2025-04-25,Игрушка,11,6.31
2025-02-02,Футболка,4,7.1
2025-07-12,Игрушка,1,10.03
2025-01-27,Футболка,32,5.12
2025-06-28,Набор пакетов,15,18.95
2025-07-22,Игрушка,6,16.61
2025-02-19,Кепка,20,15.69
2025-04-08,Телефон,19,12.51
2025-07-21,Штаны,14,7.58
2025-11-11,Шорты,24,11.6
2025-11-20,Сумка,26,11.07
2025-11-25,Телефон,1,9.92
2025-12-08,Игрушка,32,3.08
2025-06-13,Игрушка,29,8.18
2025-09-11,Шорты,13,13.32
2025-02-21,Кроссовки,12,6.86
2025-09-29,Книга,29,11.2
2025-12-31,Кроссовки,17,10.08
2025-08-20,Чипсы,2,14.15
2025-01-19,Набор пакетов,7,6.21
2025-04-19,Свитер,8,10.35
2025-02-26,Чипсы,12,13.88
2025-03-28,Планшет,20,15.06
2025-08-18,Кепка,24,5.01
2025-03-29,Телефон,29,17.86
2025-10-22,Набор пакетов,20,7.11
2025-07-10,Шорты,25,18.39
2025-12-04,Ложка,9,11.97
2025-03-21,Сумка,33,5.79
2025-08-04,Штаны,1,7.03
2025-11-22,Футболка,18,8.49
2025-09-06,Ноутбук,13,1.17
2025-02-23,Планшет,20,18.24
2025-01-01,Телефон,6,18.94
2025-07-29,Сумка,4,3.6
2025-09-22,Штаны,28,13.66
2025-06-03,Книга,8,5.29
2025-01-27,Очки,10,3.86
2025-12-13,Книга,1,2.76
2025-02-10,Кроссовки,30,15.37
2025-11-16,Очки,8,1.68
2025-05-14,Ноутбук,27,1.42
2025-09-10,Книга,10,1.67
2025-08-16,Телефон,1,16.88
2025-02-13,Кепка,27,6.43
2025-09-27,Чипсы,22,7.95
2025-04-18,Часы,25,13.32
2025-04-24,Сумка,5,11.44
2025-02-26,Шорты,5,15.26
2025-11-04,Часы,13,6.53
2025-11-01,Кроссовки,17,18.44
2025-08-14,Ноутбук,3,18.31
2025-11-17,Очки,30,15.96
2025-09-12,Игрушка,32,11.45
2025-12-16,Набор пакетов,13,17.46
2025-01-01,Игрушка,1,6.24
2025-02-26,Кепка,15,14.92
2025-01-20,Ручка,4,10.6
2025-01-29,Шорты,31,3.18
2025-02-22,Кроссовки,14,18.29
2025-12-22,Игрушка,9,3.65
2025-01-11,Очки,14,12.59
2025-07-12,Ложка,9,12.38
2025-09-05,Шорты,21,1.01
2025-04-10,Штаны,19,3.9
2025-12-30,Кроссовки,25,1.22
2025-06-26,Чипсы,29,15.96
2025-07-07,Сумка,12,18.24
2025-04-03,Телефон,22,2.84
2025-02-06,Книга,29,18.35
2025-05-29,Часы,6,9.22
2025-03-27,Планшет,32,12.27
2025-01-23,Книга,8,12.11
2025-02-12,Чипсы,14,10.75
2025-02-12,Кроссовки,28,13.23
2025-01-05,Очки,8,7.85
2025-02-18,Штаны,32,1.89
2025-12-09,Шорты,29,9.37
2025-04-03,Очки,13,7.51
2025-10-14,Футболка,22,3.06
2025-12-21,Игрушка,20,9.42
2025-11-06,Книга,29,15.01
2025-11-02,Книга,26,12.09
2025-03-18,Ручка,2,17.27
2025-04-29,Набор пакетов,29,9.12
2025-08-09,Сумка,23,15.59
2025-08-11,Сумка,19,10.21
2025-06-14,Свитер,27,2.89
2025-11-14,Очки,12,18.45
2025-01-02,Футболка,18,5.84
2025-12-10,Телефон,31,12.05
2025-12-17,Игрушка,9,14.24
2025-10-08,Ложка,22,8.26
2025-01-13,Игрушка,31,10.17
2025-05-27,Кроссовки,27,13.92
2025-01-07,Ложка,30,6.69
2025-12-10,Свитер,9,2.17
2025-07-11,Ручка,27,6.5
2025-08-19,Кепка,30,13.97
2025-05-23,Чипсы,11,2.35
2025-12-05,Шорты,15,5.03
2025-09-22,Футболка,22,6.15
2025-11-27,Часы,19,1.76
2025-05-09,Сумка,3,3.77
2025-08-28,Планшет,20,3.58
2025-03-27,Чипсы,30,12.94
2025-04-30,Чипсы,2,7.8
2025-02-27,Игрушка,15,12.99
2025-05-18,Телефон,7,9.27
2025-03-09,Футболка,11,18.81
2025-09-29,Ручка,31,5.66
2025-05-19,Ноутбук,3,7.58
2025-07-10,Книга,7,12.05
2025-09-26,Игрушка,4,2.02
2025-06-18,Штаны,33,1.12
2025-03-05,Книга,22,1.37
2025-10-28,Футболка,1,1.13
2025-07-04,Свитер,9,1.61
2025-01-12,Ложка,3,5.79
2025-11-28,Шорты,31,3.11
2025-11-09,Штаны,1,5.14
2025-08-03,Ложка,27,6.28
2025-03-14,Ноутбук,12,6.72
2025-01-25,Штаны,33,14.7
2025-05-22,Шорты,7,11.6
2025-05-27,Ручка,13,10.7
2025-08-02,Планшет,3,10.43
2025-03-06,Чипсы,17,8.31
2025-11-23,Ручка,26,17.49
2025-03-17,Свитер,17,18.49
2025-02-14,Телефон,23,6.72
2025-06-27,Кроссовки,18,16.5
2025-01-08,Футболка,12,9.47
2025-07-02,Часы,22,11.14
2025-02-03,Шорты,22,16.29
2025-08-17,Кроссовки,13,15.95
2025-01-17,Планшет,24,16.94
2025-05-11,Шорты,1,13.16
2025-11-24,Часы,1,5.42
2025-08-01,Телефон,12,8.48
2025-11-11,Набор пакетов,32,8.87
2025-09-11,Кепка,12,6.31
2025-09-13,Книга,32,16.44
2025-01-16,Ложка,13,15.35
2025-03-05,Футболка,32,8.86
2025-11-27,Кроссовки,22,6.15
2025-05-18,Ложка,27,6.54
2025-07-02,Футболка,12,7.96
2025-02-19,Сумка,13,15.58
2025-08-13,Часы,9,14.43
2025-05-17,Очки,10,10.62
2025-10-02,Ноутбук,11,8.56
2025-04-22,Ручка,11,18.48
2025-09-20,Книга,3,13.01
2025-06-17,Сумка,28,17.42
2025-01-19,Телефон,23,18.36
2025-04-05,Телефон,8,10.33
2025-01-22,Игрушка,33,7.95
2025-09-18,Ручка,5,18.01
2025-09-26,Ложка,17,14.08
2025-07-23,Ручка,25,5.15
2025-03-06,Футболка,18,3.07
2025-04-10,Набор пакетов,16,14.52
2025-04-21,Ноутбук,28,5.78
2025-05-29,Планшет,12,8.26
2025-11-03,Ложка,14,10.16
2025-05-14,Очки,31,10.87
2025-11-27,Штаны,7,6.36
2025-07-19,Футболка,23,10.8
2025-06-06,Часы,2,12.17
2025-07-14,Телефон,12,5.58
2025-06-01,Шорты,3,9.27
2025-06-20,Ручка,21,9.08
2025-01-15,Ноутбук,2,1.25
2025-04-18,Книга,19,6.2
2025-07-16,Футболка,28,11.73
2025-05-18,Ручка,25,2.87
2025-04-12,Штаны,9,6.16
2025-03-01,Очки,29,9.75
2025-02-14,Набор пакетов,14,8.85
2025-03-19,Шорты,1,8.25
2025-03-14,Шорты,2,10.91
2025-05-13,Ноутбук,30,9.36
2025-08-20,Ложка,8,3.6
2025-05-25,Часы,29,17.8
2025-12-22,Книга,10,18.77
2025-10-16,Телефон,10,4.76
2025-02-26,Штаны,18,15.95
2025-07-04,Свитер,3,5.85
2025-06-10,Сумка,28,10.21
2025-10-28,Игрушка,3,12.03
2025-02-24,Ложка,31,8.72
2025-04-01,Ложка,11,13.03
2025-04-16,Шорты,21,10.23
2025-09-06,Штаны,33,2.46
2025-04-23,Кепка,6,16.54
2025-12-07,Игрушка,15,15.74
2025-10-16,Телефон,9,5.58
2025-05-29,Набор пакетов,27,10.78
2025-12-08,Планшет,25,5.8
2025-01-28,Футболка,24,2.5
2025-03-06,Очки,16,1.79
2025-08-23,Ручка,18,11.65
2025-05-26,Чипсы,14,17.36
2025-11-15,Чипсы,9,6.71
2025-07-25,Штаны,18,5.47
2025-11-16,Чипсы,21,12.98
2025-05-13,Телефон,25,12.48
2025-01-16,Шорты,12,8.69
2025-01-14,Футболка,10,16.02
2025-06-14,Сумка,11,15.41
2025-11-03,Свитер,10,14.82
2025-08-20,Планшет,1,1.18
2025-07-18,Ноутбук,15,15.04
2025-10-05,Футболка,1,17.44
2025-08-30,Свитер,18,6.88
2025-07-21,Штаны,28,7.93
2025-11-06,Кепка,27,2.86
2025-08-28,Кепка,4,18.7
2025-02-03,Игрушка,27,8.16
2025-09-23,Свитер,16,8.34
2025-05-25,Кепка,25,10.9
2025-09-20,Кепка,28,8.23
2025-09-17,Кроссовки,22,15.27
2025-08-01,Часы,5,8.72
2025-01-12,Игрушка,28,5.52
2025-11-29,Ноутбук,31,2.41
2025-05-13,Футболка,24,1.02
2025-02-17,Сумка,22,15.67
2025-06-15,Сумка,24,6.07
2025-07-05,Часы,23,7.33
2025-03-21,Ручка,15,3.38
2025-03-15,Сумка,23,18.92
2025-07-21,Ноутбук,20,13.41
2025-06-12,Ложка,13,18.11
2025-10-29,Телефон,11,13.39
2025-02-12,Ложка,10,9.43
2025-05-04,Набор пакетов,17,13.86
2025-08-13,Сумка,18,18.41
2025-06-26,Планшет,31,11.05
2025-12-28,Игрушка,20,1.47
2025-08-26,Очки,3,4.35
2025-01-23,Планшет,22,16.76
2025-01-24,Свитер,10,17.55
2025-12-20,Часы,16,13.71
2025-12-08,Планшет,8,15.0
2025-06-23,Свитер,22,8.88
2025-02-13,Свитер,29,14.82
2025-02-14,Очки,12,8.56
2025-06-11,Шорты,1,10.14
2025-07-09,Шорты,1,6.79
2025-02-28,Сумка,14,5.46
2025-06-17,Кроссовки,28,15.42
2025-01-05,Телефон,33,5.77
2025-07-14,Книга,23,11.46
2025-04-24,Игрушка,28,3.98
2025-01-22,Чипсы,31,14.46
2025-02-24,Ноутбук,11,3.86
2025-06-07,Телефон,24,16.44
2025-11-14,Ложка,7,4.6
2025-10-13,Игрушка,32,12.59
2025-10-23,Ноутбук,7,13.84
2025-11-13,Ручка,15,16.37
2025-11-15,Штаны,10,11.12
2025-09-06,Штаны,18,3.96
2025-07-23,Штаны,4,4.46
2025-09-23,Свитер,7,12.38
2025-01-11,Кроссовки,22,4.92
2025-08-07,Игрушка,13,6.65
2025-10-31,Телефон,16,12.26
2025-03-21,Набор пакетов,18,9.37
2025-01-20,Кепка,20,6.28
2025-05-23,Свитер,12,2.06
2025-11-07,Телефон,24,8.0
2025-04-28,Ложка,15,5.06
2025-01-14,Планшет,11,4.26
2025-07-14,Чипсы,31,13.26
2025-08-14,Штаны,11,14.52
2025-10-22,Планшет,11,12.96
2025-03-27,Очки,30,14.77
2025-05-04,Ручка,13,6.96
2025-11-25,Ручка,12,10.05
2025-08-29,Очки,15,10.08
2025-10-24,Набор пакетов,20,13.11
2025-05-22,Чипсы,6,8.46
2025-08-05,Часы,4,16.22
2025-09-19,Штаны,31,9.87
2025-11-10,Ноутбук,10,7.37
2025-01-01,Штаны,16,16.96
2025-02-06,Книга,32,3.7
2025-07-30,Чипсы,2,10.68
2025-12-22,Часы,27,6.19
2025-02-13,Кепка,11,18.91
2025-12-07,Очки,13,17.65
2025-06-01,Книга,30,12.11
2025-05-13,Шорты,17,13.77
2025-03-03,Ложка,32,18.34
2025-09-20,Кепка,15,11.81
2025-10-29,Очки,9,16.47
2025-02-14,Ноутбук,29,2.58
2025-07-23,Футболка,22,2.88
2025-02-04,Сумка,9,12.6
2025-07-19,Книга,10,17.91
2025-01-25,Чипсы,31,9.87
2025-06-10,Шорты,22,11.61
2025-04-30,Планшет,17,15.63
2025-06-15,Кроссовки,32,14.53
2025-06-16,Штаны,25,11.49
2025-08-27,Ложка,16,17.44
2025-10-22,Футболка,3,14.93
2025-09-28,Ложка,20,3.96
2025-02-02,Кроссовки,17,6.61
2025-11-30,Сумка,14,3.67
2025-01-18,Планшет,31,2.77
2025-02-08,Ноутбук,20,3.03
2025-07-10,Сумка,13,9.41
2025-08-02,Ложка,31,4.6
2025-10-19,Шорты,18,7.63
2025-11-22,Телефон,9,17.96
2025-04-10,Ложка,26,3.39
2025-07-21,Шорты,18,18.55
2025-07-07,Ручка,26,6.98
2025-01-19,Набор пакетов,4,10.24
2025-01-04,Очки,6,13.0
2025-08-26,Чипсы,23,4.55
2025-06-15,Чипсы,15,18.38
2025-09-20,Штаны,1,12.08
2025-05-01,Ложка,17,7.67
2025-11-17,Футболка,33,9.47
2025-08-16,Очки,29,10.47
2025-07-16,Игрушка,26,6.02
2025-02-06,Шорты,22,4.47
2025-01-22,Телефон,15,3.5
2025-01-01,Набор пакетов,11,6.13
2025-10-29,Ноутбук,7,2.92
2025-09-30,Книга,30,5.03
2025-02-15,Сумка,3,9.32
2025-10-06,Очки,32,9.1
2025-12-09,Игрушка,19,3.15
2025-11-26,Футболка,22,9.16
2025-04-21,Кроссовки,5,5.19
2025-06-24,Телефон,18,14.2
2025-11-02,Очки,17,13.89
2025-01-21,Ноутбук,11,1.15
2025-08-15,Шорты,14,12.5
2025-10-20,Сумка,24,16.13
2025-08-21,Ручка,33,6.97
2025-01-19,Сумка,12,17.97
2025-04-09,Кепка,16,5.95
2025-07-09,Планшет,16,13.12
2025-06-30,Часы,24,4.56
2025-09-07,Шорты,32,14.38
2025-11-01,Часы,13,4.33
2025-05-06,Кепка,19,5.15
2025-06-17,Свитер,26,6.76
2025-02-26,Кепка,32,5.71
2025-04-25,Сумка,17,15.19
2025-04-13,Набор пакетов,12,16.41
2025-03-01,Ручка,22,16.78
2025-04-04,Ноутбук,25,8.85
2025-08-10,Книга,27,16.34
2025-02-23,Кроссовки,23,12.26
2025-12-05,Кроссовки,13,15.1
2025-09-17,Книга,3,7.26
2025-08-19,Свитер,27,16.22
2025-10-05,Кепка,14,2.72
2025-07-24,Сумка,24,7.19
2025-11-17,Сумка,9,15.58
2025-03-17,Ложка,4,8.02
2025-12-24,Очки,32,11.47
2025-10-16,Планшет,8,8.02
2025-03-20,Телефон,30,13.89
2025-10-26,Кроссовки,20,8.83
2025-05-09,Кепка,4,10.25
2025-03-18,Очки,30,2.92
2025-03-09,Шорты,21,4.16
2025-03-25,Ложка,11,12.27
2025-08-01,Кроссовки,20,14.03
2025-12-18,Набор пакетов,32,2.67
2025-05-16,Шорты,7,13.96
2025-05-04,Свитер,31,6.47
2025-11-02,Телефон,15,7.82
2025-09-14,Часы,9,15.83
2025-11-26,Книга,30,5.93
2025-02-14,Свитер,6,16.51
2025-09-19,Кроссовки,14,9.91
2025-02-22,Книга,15,6.03
2025-09-04,Игрушка,20,1.06
2025-07-16,Игрушка,21,14.75
2025-08-15,Игрушка,19,1.22
2025-07-03,Часы,16,7.4
2025-07-10,Набор пакетов,30,1.37
2025-12-04,Кроссовки,33,10.21
2025-03-06,Ручка,27,15.74
2025-08-16,Телефон,30,18.56
2025-02-24,Штаны,6,3.19
2025-03-08,Ложка,31,7.12
2025-06-27,Очки,29,18.62
2025-03-06,Свитер,28,15.38
2025-12-07,Кепка,29,3.16
2025-09-11,Очки,20,13.18
2025-09-22,Набор пакетов,2,13.21
2025-12-26,Ложка,31,16.9
2025-07-18,Ручка,18,11.14
2025-06-07,Очки,6,8.61
2025-08-02,Чипсы,33,10.21
2025-09-12,Книга,18,12.65
2025-09-05,Кроссовки,4,9.22
2025-12-16,Набор пакетов,13,16.4
2025-01-23,Игрушка,8,2.87
2025-07-29,Футболка,13,17.46
2025-09-18,Ноутбук,9,8.27
2025-04-07,Телефон,28,14.41
2025-01-19,Сумка,21,17.71
2025-01-24,Телефон,31,4.48
2025-05-13,Футболка,16,9.31
2025-08-15,Сумка,17,6.29
2025-05-02,Планшет,12,18.36
2025-01-18,Часы,22,2.79
2025-09-12,Штаны,27,15.39
2025-02-01,Телефон,11,18.97
2025-11-24,Ноутбук,30,8.9
2025-04-17,Шорты,15,16.63
2025-11-27,Книга,14,6.77
2025-01-06,Ложка,3,1.1
2025-06-08,Очки,3,13.52
2025-11-28,Игрушка,30,12.89
2025-10-19,Кепка,3,16.26
2025-11-19,Ручка,33,3.77
2025-07-06,Очки,8,9.76
2025-12-14,Телефон,33,5.23
2025-11-29,Кепка,2,14.12
2025-04-27,Футболка,13,8.86
2025-12-19,Очки,15,5.28
2025-02-24,Кепка,3,3.45
2025-07-09,Книга,13,6.02
2025-10-14,Штаны,23,7.62
2025-08-05,Очки,10,18.04
2025-04-18,Чипсы,23,6.77
2025-05-10,Свитер,2,16.34
2025-02-22,Телефон,9,7.82
2025-11-10,Книга,24,11.86
